lat,lon,reported_date,reported_by,address,city,zip,addressline,country
40.42534,-3.68765,03/26/10 14:17:51,web,Calle de Goya| 4| 28001 Madrid| Spain,madrid,28001,Calle de Goya| 4,España
40.30406,-3.90558,03/23/10 18:47:00,web,Carretera de Madrid a Badajoz| 28935 Móstoles| Spain,móstoles,28935,Carretera de Madrid a Badajoz,España
42.87147,-8.55087,03/23/10 22:51:51,web,AC-543| 23| 15706 Santiago de Compostela| Spain,santiago de compostela,15706,AC-543| 23,España
40.41669,-3.70035,03/23/10 22:57:03,web,Palacio de Comunicaciones| 28014 Madrid| Spain,madrid,28014,Palacio de Comunicaciones,España
40.43272,-3.70883,03/23/10 23:38:27,web,Calle de Vallehermoso| 17-29| 28015 Madrid| Spain,madrid,28015,Calle de Vallehermoso| 17-29,España
40.40308,-3.69457,03/23/10 23:38:30,web,Calle de Palos de la Frontera| 19-35| 28045 Madrid| Spain,madrid,28045,Calle de Palos de la Frontera| 19-35,España
40.43398,-3.70261,03/24/10 00:40:30,web,Calle de Eloy Gonzalo| 12-22| 28010 Madrid| Spain,madrid,28010,Calle de Eloy Gonzalo| 12-22,España
-31.63181,-60.70631,03/24/10 01:39:37,web,1 de Mayo 3701-3799| Santa Fe| Argentina,santa fe,,1 de Mayo,España
40.31876,-3.87595,03/24/10 10:08:57,web,Calle de Alfonso XII| 2| 28934 Móstoles| Spain,móstoles,28934,Calle de Alfonso XII| 2,España
42.85118,-2.65547,03/24/10 10:40:26,web,Calle de Valladolid| 01002 Vitoria| Spain,vitoria-gasteiz,01002,Calle de Valladolid,España
42.13205,-0.40493,03/24/10 12:07:50,web,Calle del Casado del Alisal| 26-30| 22005 Huesca| Spain,huesca,22005,Calle del Casado del Alisal| 26-30,España
40.43389,-3.53294,03/24/10 14:05:34,web,Av de San Pablo| 39-41| 28823 Coslada| Spain,coslada,28823,Av de San Pablo| 39-41,España
43.34303,-8.41109,03/24/10 14:46:51,web,Avenida de San Cristóbal| 41| 15008 Corunna| Spain,a coruña,15008,Avenida de San Cristóbal| 41,España
40.42538,-3.72161,03/25/10 12:43:58,web,Calle de la Rosaleda| 1| 28008 Madrid| Spain,madrid,28008,Calle de la Rosaleda| 1,España
40.46318,-3.69941,03/25/10 16:54:51,web,Calle de Gonzalo Herrero| 9-19| 28039 Madrid| Spain,madrid,28039,Calle de Gonzalo Herrero| 9-19,España
40.45133,-3.69088,03/23/10 19:06:12,web,Paseo de la Castellana| 28046 Madrid| Spain,madrid,28046,Paseo de la Castellana,España
40.38474,-3.78359,03/23/10 19:57:18,web,Paseo de Extremadura| 404| 28024 Madrid| Spain,madrid,28024,Paseo de Extremadura| 404,España
40.41362,-3.71367,03/23/10 23:37:24,web,Calle de Bailén| 23-27| 28005 Madrid| Spain,madrid,28005,Calle de Bailén| 23-27,España
